name,gradeLevel,formattedAddress,latitude,longitude,neighbourhood,zipcode
Bob Lee,4,"1060 Ledgewood Road, Manchester, New Hampshire 03104, United States",43.018992,-71.455474,North End,03104
Ethan Adams,1,"942 Maplewood Avenue, Portsmouth, New Hampshire 03801, United States",43.081614,-70.778675,Frank Jones Farm,03801
Nancy Clark,3,"Austin Street, Portsmouth, New Hampshire 03801, United States",43.07178,-70.76416,Goodwin Park,03801
Bob Adams,0,"1009 Ledgewood Road, Manchester, New Hampshire 03104, United States",43.018992,-71.455474,North End,03104
Lily White,0,"Chestnut Street, Portsmouth, New Hampshire 03801, United States",43.0757385,-70.759677,Downtown,03801
Nancy Kim,3,"1281 Sagamore Avenue, Portsmouth, New Hampshire 03801, United States",43.051564,-70.747861,Sagamore Grove,03801
Quincy Johnson,1,"278 State Street, Portsmouth, New Hampshire 03801, United States",43.075662,-70.757331,Downtown,03801
Charlie Turner,2,"763 Kearsarge Way, Portsmouth, New Hampshire 03801, United States",43.092002,-70.771357,Atlantic Heights,03801
Hannah Brown,3,"623 Ledgewood Road, Manchester, New Hampshire 03104, United States",43.019213,-71.455521,North End,03104
Julia Lee,0,"Adams Avenue, Portsmouth, New Hampshire 03801, United States",43.037709,-70.7667475,Elwyn Park,03801
Quincy Turner,4,"Mechanic Street, Portsmouth, New Hampshire 03801, United States",43.0747005,-70.750327,South End,03801
Nancy Clark,1,"Broad Street, Portsmouth, New Hampshire, United States",43.06312,-70.75622,Broad Street,03801
Isaac Scott,5,"Mckinley Road, Portsmouth, New Hampshire 03801, United States",43.040078,-70.768478,Elwyn Park,03801
Ethan Hill,0,"Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.0825105,-70.7696875,Cutts Cove,03801
Michael Scott,3,"944 Middle Street, Portsmouth, New Hampshire 03801, United States",43.064629,-70.767263,Lafayette Park,03801
Daisy Adams,2,"392 Russell Street, Manchester, New Hampshire 03104, United States",43.007566,-71.452983,Straw,03104
Michael Clark,1,"Austin Street, Portsmouth, New Hampshire 03801, United States",43.07178,-70.76416,Goodwin Park,03801
Rachel Brown,5,"989 Richards Avenue, Portsmouth, New Hampshire 03801, United States",43.066771,-70.757026,Richards Avenue Area,03801
Hannah Hill,2,"Whipple Street, Portsmouth, New Hampshire 03801, United States",43.0752045,-70.7757859,Christian Shore,03801
Lily Kim,3,"278 Richards Avenue, Portsmouth, New Hampshire 03801, United States",43.069933,-70.75926,Richards Avenue Area,03801
Quincy Wilson,5,"Daniel Street, Portsmouth, New Hampshire 03801, United States",43.077515,-70.7554332816901,Downtown,03801
Tina White,3,"Rockland Street, Portsmouth, New Hampshire 03801, United States",43.069858,-70.759441,Richards Avenue Area,03801
Isaac Turner,0,"679 Bartlett Street, Manchester, New Hampshire 03102, United States",42.993432,-71.482011,Notre Dame,03102
Hannah Brown,4,"237 Cass Street, Portsmouth, New Hampshire 03801, United States",43.069344,-70.766712,Cass Street,03801
Charlie Miller,4,"895 Richards Avenue, Portsmouth, New Hampshire 03801, United States",43.066873,-70.757093,Richards Avenue Area,03801
Quincy Harris,0,"Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078808,-70.785036,Frank Jones Farm,03801
Isaac Hill,5,"Marcy Street, Portsmouth, New Hampshire 03801, United States",43.0737915,-70.751238,South End,03801
Isaac Scott,2,"39 South Street, Portsmouth, New Hampshire 03801, United States",43.072343,-70.750584,South End,03801
Oliver Lee,1,"Mckinley Road, Portsmouth, New Hampshire 03801, United States",43.040078,-70.768478,Elwyn Park,03801
Michael Turner,2,"892 Granite Street, Manchester, New Hampshire 03102, United States",42.982897,-71.480016,Piscataquog,03102
Michael Hill,0,"287 Sagamore Avenue, Portsmouth, New Hampshire 03801, United States",43.062957,-70.756076,Broad Street,03801
Kevin Wilson,3,"91 Cabot Street, Portsmouth, New Hampshire 03801, United States",43.07158,-70.764578,Goodwin Park,03801
Lily Kim,1,"Mckinley Road, Portsmouth, New Hampshire 03801, United States",43.040078,-70.768478,Elwyn Park,03801
Alice Garcia,0,"91 Echo Avenue, Portsmouth, New Hampshire 03801, United States",43.083968,-70.788419,Frank Jones Farm,03801
Julia Lee,3,"Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078808,-70.785036,Frank Jones Farm,03801
Kevin Miller,4,"Parker Street, Portsmouth, New Hampshire 03801, United States",43.0755905,-70.76288,Islington Creek,03801
Alice Allen,5,"Parker Street, Portsmouth, New Hampshire 03801, United States",43.0755905,-70.76288,Islington Creek,03801
Daisy Lee,5,"151 Pinehurst Road, Portsmouth, New Hampshire 03801, United States",43.062717,-70.759279,Broad Street,03801
Daisy Smith,5,"Langdon Street, Portsmouth, New Hampshire 03801, United States",43.074516,-70.7653624344262,Islington Creek,03801
Fiona Reed,3,"Freedom Circle, Portsmouth, New Hampshire 03801, United States",43.03016,-70.79462,Maplehaven,03801
Sam Miller,3,"Freedom Circle, Portsmouth, New Hampshire 03801, United States",43.03016,-70.79462,Maplehaven,03801
Rachel Allen,4,"Rockland Street, Portsmouth, New Hampshire 03801, United States",43.069858,-70.759441,Richards Avenue Area,03801
Hannah Lee,0,"Wibird Street, Portsmouth, New Hampshire 03801, United States",43.0666105,-70.763359,Wibird Area,03801
Charlie Adams,1,"Langdon Street, Portsmouth, New Hampshire 03801, United States",43.074516,-70.7653624344262,Islington Creek,03801
Tina Scott,0,"Gates Street, Portsmouth, New Hampshire 03801, United States",43.07483,-70.751949,South End,03801
George Brown,3,"Mckinley Road, Portsmouth, New Hampshire 03801, United States",43.040078,-70.768478,Elwyn Park,03801
Daisy Garcia,0,"Lincoln Avenue, Portsmouth, New Hampshire 03801, United States",43.0679975,-70.7610185,Lincoln,03801
Kevin Johnson,1,"Echo Avenue, Portsmouth, New Hampshire 03801, United States",43.0837015,-70.7889985,Frank Jones Farm,03801
Ethan Miller,1,"932 Richards Avenue, Portsmouth, New Hampshire 03801, United States",43.066833,-70.757066,Richards Avenue Area,03801
Michael Lee,4,"196 Langdon Street, Portsmouth, New Hampshire 03801, United States",43.075423,-70.76561,Islington Creek,03801
Tina Brown,3,"834 Pearl Street, Manchester, New Hampshire 03104, United States",42.997458,-71.445088,Straw,03104
Alice Smith,5,"84 Pinehurst Road, Portsmouth, New Hampshire 03801, United States",43.063581,-70.759911,Broad Street,03801
Bob Hill,3,"Freedom Circle, Portsmouth, New Hampshire 03801, United States",43.03016,-70.79462,Maplehaven,03801
Alice Allen,2,"Pearl Street, Portsmouth, New Hampshire 03801, United States",43.07548,-70.76303,Islington Creek,03801
Isaac Johnson,1,"Aldrich Road, Portsmouth, New Hampshire 03801, United States",43.067279,-70.770189,Lafayette Park,03801
Ethan White,0,"13 Wibird Street, Portsmouth, New Hampshire 03801, United States",43.069159,-70.764869,Wibird Area,03801
Paula Lee,2,"133 Gardner Street, Portsmouth, New Hampshire 03801, United States",43.074667,-70.75007,South End,03801
Kevin Hill,3,"800 Woodbury Avenue, Portsmouth, New Hampshire 03801, United States",43.079129,-70.782329,Frank Jones Farm,03801
Charlie Garcia,3,"149 Pinehurst Road, Portsmouth, New Hampshire 03801, United States",43.062754,-70.759287,Broad Street,03801
Daisy Brown,1,"807 Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.082404,-70.771343,Cutts Cove,03801
Rachel Baker,3,"Pinehurst Road, Portsmouth, New Hampshire 03801, United States",43.06348,-70.7591115,Broad Street,03801
Alice Garcia,5,"561 Spinney Road, Portsmouth, New Hampshire 03801, United States",43.062994,-70.773235,Lafayette Park,03801
Rachel Kim,2,"282 Maple Street, Portsmouth, New Hampshire 03801, United States",43.081213,-70.784988,Frank Jones Farm,03801
George Brown,5,"208 Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.082317,-70.769055,Cutts Cove,03801
Paula Green,3,"1125 South Street, Portsmouth, New Hampshire 03801, United States",43.062806,-70.765079,Wibird Area,03801
Bob Adams,1,"Aldrich Road, Portsmouth, New Hampshire 03801, United States",43.067279,-70.770189,Lafayette Park,03801
Paula Kim,2,"Gardner Street, Portsmouth, New Hampshire 03801, United States",43.074546,-70.7508,South End,03801
Ethan Allen,2,"Hancock Street, Portsmouth, New Hampshire 03801, United States",43.07497,-70.7528205,South End,03801
Kevin Lee,3,"Madison Street, Portsmouth, New Hampshire 03801, United States",43.07045,-70.765807,Goodwin Park,03801
Daisy Baker,2,"Cass Street, Portsmouth, New Hampshire, United States",43.0701,-70.76919,Cass Street,03801
Charlie Miller,2,"468 Lincoln Avenue, Portsmouth, New Hampshire 03801, United States",43.067466,-70.762727,Wibird Area,03801
Rachel Allen,1,"229 Marcy Street, Portsmouth, New Hampshire 03801, United States",43.074701,-70.751567,South End,03801
Fiona Kim,5,"194 Mechanic Street, Portsmouth, New Hampshire 03801, United States",43.074054,-70.749646,South End,03801
Kevin Miller,4,"Deer Street, Portsmouth, New Hampshire 03801, United States",43.078175,-70.760861,North End,03801
Bob Kim,3,"Richards Avenue, Portsmouth, New Hampshire 03801, United States",43.0698125,-70.7593955,Richards Avenue Area,03801
Hannah Garcia,1,"Cabot Street, Portsmouth, New Hampshire 03801, United States",43.072342,-70.7652100192308,Goodwin Park,03801
Julia Turner,2,"Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078808,-70.785036,Frank Jones Farm,03801
Sam Turner,0,"Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.0825105,-70.7696875,Cutts Cove,03801
Sam Smith,2,"Cass Street, Portsmouth, New Hampshire, United States",43.0701,-70.76919,Cass Street,03801
Bob Lee,2,"381 Whipple Street, Manchester, New Hampshire 03102, United States",42.991328,-71.484615,Notre Dame,03102
Ethan Smith,1,"181 Islington Street, Portsmouth, New Hampshire 03801, United States",43.074194,-70.76409,Goodwin Park,03801
Paula Reed,0,"Greenleaf Avenue, Portsmouth, New Hampshire 03801, United States",43.05608,-70.7740335681818,Portsmouth Plains,03801
Quincy Harris,1,"277 Fleet Street, Portsmouth, New Hampshire 03801, United States",43.077305,-70.759633,Downtown,03801
Kevin Kim,0,"Kearsarge Way, Portsmouth, New Hampshire 03801, United States",43.08814,-70.7740905,Atlantic Heights,03801
Ethan Green,5,"Brewster Street, Portsmouth, New Hampshire 03801, United States",43.07469,-70.7647515,Islington Creek,03801
Hannah Allen,2,"Gardner Street, Portsmouth, New Hampshire 03801, United States",43.074546,-70.7508,South End,03801
Rachel Green,2,"Parker Street, Portsmouth, New Hampshire 03801, United States",43.0755905,-70.76288,Islington Creek,03801
Rachel Davis,5,"Mckinley Road, Portsmouth, New Hampshire 03801, United States",43.040078,-70.768478,Elwyn Park,03801
Rachel Clark,4,"527 Greenleaf Avenue, Portsmouth, New Hampshire 03801, United States",43.053405,-70.778685,Portsmouth Plains,03801
Julia Garcia,3,"123 Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078522,-70.785051,Frank Jones Farm,03801
Daisy Smith,1,"Gardner Street, Portsmouth, New Hampshire 03801, United States",43.074546,-70.7508,South End,03801
Kevin Davis,5,"Echo Avenue, Portsmouth, New Hampshire 03801, United States",43.0837015,-70.7889985,Frank Jones Farm,03801
Alice Reed,5,"683 Spinney Road, Portsmouth, New Hampshire 03801, United States",43.062957,-70.773206,Lafayette Park,03801
Daisy Baker,1,"Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078808,-70.785036,Frank Jones Farm,03801
Daisy Smith,3,"Adams Avenue, Portsmouth, New Hampshire 03801, United States",43.037709,-70.7667475,Elwyn Park,03801
Isaac Johnson,3,"Whipple Street, Portsmouth, New Hampshire 03801, United States",43.0752045,-70.7757859,Christian Shore,03801
Daisy Clark,3,"Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.0825105,-70.7696875,Cutts Cove,03801
Hannah Wilson,2,"Thornton Street, Portsmouth, New Hampshire 03801, United States",43.0753285,-70.77354,Christian Shore,03801
Alice Hill,3,"Fleet Street, Portsmouth, New Hampshire 03801, United States",43.0761325714286,-70.7589378571429,Downtown,03801
Isaac Miller,1,"Pinehurst Road, Portsmouth, New Hampshire 03801, United States",43.06348,-70.7591115,Broad Street,03801
Paula Clark,1,"328 Marcy Street, Portsmouth, New Hampshire 03801, United States",43.073367,-70.750773,South End,03801
Lily Harris,5,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Michael Johnson,0,"Middle Street, Portsmouth, New Hampshire 03801, United States",43.075487,-70.7603143333333,Downtown,03801
Charlie White,3,"Brewster Street, Portsmouth, New Hampshire 03801, United States",43.07469,-70.7647515,Islington Creek,03801
Kevin Allen,1,"Echo Avenue, Portsmouth, New Hampshire 03801, United States",43.0837015,-70.7889985,Frank Jones Farm,03801
George Brown,1,"437 Austin Street, Portsmouth, New Hampshire 03801, United States",43.070501,-70.766219,Goodwin Park,03801
Alice Adams,3,"Gardner Street, Portsmouth, New Hampshire 03801, United States",43.074546,-70.7508,South End,03801
Julia Harris,4,"Wibird Street, Portsmouth, New Hampshire 03801, United States",43.0666105,-70.763359,Wibird Area,03801
Tina Johnson,1,"New Castle Avenue, Portsmouth, New Hampshire 03801, United States",43.070468,-70.745669,Little Harbor,03801
Bob Brown,2,"Parker Street, Portsmouth, New Hampshire 03801, United States",43.0755905,-70.76288,Islington Creek,03801
Michael White,5,"531 Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.082397,-70.770908,Cutts Cove,03801
Paula Wilson,5,"Echo Avenue, Portsmouth, New Hampshire 03801, United States",43.0837015,-70.7889985,Frank Jones Farm,03801
Rachel Kim,1,"New Castle Avenue, Portsmouth, New Hampshire 03801, United States",43.070468,-70.745669,Little Harbor,03801
Hannah White,5,"757 Pearl Street, Manchester, New Hampshire 03104, United States",42.997456,-71.445112,Straw,03104
Paula Hill,2,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Bob Adams,3,"63 Rockland Street, Portsmouth, New Hampshire 03801, United States",43.070518,-70.757982,Richards Avenue Area,03801
Sam White,0,"325 Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.083143,-70.768727,Cutts Cove,03801
Bob Kim,0,"Brewster Street, Portsmouth, New Hampshire 03801, United States",43.07469,-70.7647515,Islington Creek,03801
Isaac Turner,1,"167 Madison Street, Portsmouth, New Hampshire 03801, United States",43.070871,-70.766727,Goodwin Park,03801
Hannah Hill,2,"441 Richards Avenue, Portsmouth, New Hampshire 03801, United States",43.067729,-70.75728,Richards Avenue Area,03801
Rachel Adams,0,"309 Marcy Street, Portsmouth, New Hampshire 03801, United States",43.073528,-70.750861,South End,03801
Bob Miller,0,"Cass Street, Portsmouth, New Hampshire 03801, United States",43.070257,-70.7675665,Cass Street,03801
Ethan Allen,0,"85 Austin Street, Portsmouth, New Hampshire 03801, United States",43.07274,-70.76311,Goodwin Park,03801
Fiona Adams,3,"Langdon Street, Portsmouth, New Hampshire 03801, United States",43.074516,-70.7653624344262,Islington Creek,03801
Fiona White,2,"Echo Avenue, Portsmouth, New Hampshire 03801, United States",43.0837015,-70.7889985,Frank Jones Farm,03801
Rachel Baker,0,"Pinehurst Road, Portsmouth, New Hampshire 03801, United States",43.06348,-70.7591115,Broad Street,03801
Julia Scott,5,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Fiona Hill,4,"829 Broad Street, Portsmouth, New Hampshire 03801, United States",43.061902,-70.756441,Broad Street,03801
Ethan Turner,4,"1029 Granite Street, Manchester, New Hampshire 03102, United States",42.982858,-71.480043,Piscataquog,03102
George White,3,"Wibird Street, Portsmouth, New Hampshire 03801, United States",43.0666105,-70.763359,Wibird Area,03801
Hannah Brown,0,"Aldrich Road, Portsmouth, New Hampshire 03801, United States",43.067279,-70.770189,Lafayette Park,03801
Nancy Davis,3,"Brewster Street, Portsmouth, New Hampshire 03801, United States",43.07469,-70.7647515,Islington Creek,03801
Bob Hill,4,"Rockland Street, Portsmouth, New Hampshire 03801, United States",43.069858,-70.759441,Richards Avenue Area,03801
Bob Turner,0,"387 Cass Street, Portsmouth, New Hampshire 03801, United States",43.068803,-70.765881,Cass Street,03801
Tina White,5,"Pinehurst Road, Portsmouth, New Hampshire 03801, United States",43.06348,-70.7591115,Broad Street,03801
Julia Reed,0,"Langdon Street, Portsmouth, New Hampshire 03801, United States",43.074516,-70.7653624344262,Islington Creek,03801
Quincy Allen,2,"Rockland Street, Portsmouth, New Hampshire 03801, United States",43.069858,-70.759441,Richards Avenue Area,03801
Kevin Adams,4,"Mechanic Street, Portsmouth, New Hampshire 03801, United States",43.0747005,-70.750327,South End,03801
Ethan Wilson,1,"1158 Bridge Street, Manchester, New Hampshire 03104, United States",42.9947,-71.408812,Youngsville,03104
Paula Smith,5,"Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.0825105,-70.7696875,Cutts Cove,03801
Paula Wilson,4,"Willard Avenue, Portsmouth, New Hampshire 03801, United States",43.0642175,-70.7653895,Wibird Area,03801
Nancy Lee,3,"637 Granite Street, Manchester, New Hampshire 03102, United States",42.982993,-71.47995,Piscataquog,03102
Hannah Baker,4,"172 Mckinley Road, Portsmouth, New Hampshire 03801, United States",43.040391,-70.771765,Elwyn Park,03801
Michael White,3,"1496 Maplewood Avenue, Portsmouth, New Hampshire 03801, United States",43.082753,-70.784624,Frank Jones Farm,03801
Kevin Baker,0,"Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.0825105,-70.7696875,Cutts Cove,03801
Michael Kim,2,"Mechanic Street, Portsmouth, New Hampshire 03801, United States",43.0747005,-70.750327,South End,03801
Oliver Allen,2,"Langdon Street, Portsmouth, New Hampshire 03801, United States",43.074516,-70.7653624344262,Islington Creek,03801
Hannah Garcia,3,"Gardner Street, Portsmouth, New Hampshire 03801, United States",43.074546,-70.7508,South End,03801
Lily Garcia,3,"New Castle Avenue, Portsmouth, New Hampshire 03801, United States",43.070468,-70.745669,Little Harbor,03801
Quincy Smith,1,"962 Pearl Street, Manchester, New Hampshire 03104, United States",42.99746,-71.445048,Straw,03104
Oliver Johnson,0,"High Street, Portsmouth, New Hampshire 03801, United States",43.078309,-70.7588895,Downtown,03801
Tina Reed,1,"922 Broad Street, Portsmouth, New Hampshire 03801, United States",43.061858,-70.756402,Broad Street,03801
Michael Smith,5,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Hannah Kim,2,"Rockland Street, Portsmouth, New Hampshire 03801, United States",43.069858,-70.759441,Richards Avenue Area,03801
Charlie White,5,"Lincoln Avenue, Portsmouth, New Hampshire 03801, United States",43.0679975,-70.7610185,Lincoln,03801
Julia Clark,1,"Aldrich Road, Portsmouth, New Hampshire 03801, United States",43.067279,-70.770189,Lafayette Park,03801
Daisy Green,5,"Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.0825105,-70.7696875,Cutts Cove,03801
Bob Hill,2,"Daniel Street, Portsmouth, New Hampshire 03801, United States",43.077515,-70.7554332816901,Downtown,03801
Oliver Turner,3,"849 Spinney Road, Portsmouth, New Hampshire 03801, United States",43.062907,-70.773168,Lafayette Park,03801
Sam Clark,2,"351 Richards Avenue, Portsmouth, New Hampshire 03801, United States",43.068786,-70.758449,Richards Avenue Area,03801
Paula Lee,2,"146 Mckinley Road, Portsmouth, New Hampshire 03801, United States",43.040364,-70.771649,Elwyn Park,03801
Oliver Brown,3,"Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078808,-70.785036,Frank Jones Farm,03801
Fiona Kim,1,"920 State St, Portsmouth, New Hampshire 03801, United States",43.07088,-70.76772,Goodwin Park,03801
Kevin Green,1,"Mechanic Street, Portsmouth, New Hampshire 03801, United States",43.0747005,-70.750327,South End,03801
Isaac Smith,4,"Adams Avenue, Portsmouth, New Hampshire 03801, United States",43.037709,-70.7667475,Elwyn Park,03801
Bob Adams,3,"951 Kearsarge Way, Portsmouth, New Hampshire 03801, United States",43.092162,-70.771259,Atlantic Heights,03801
Alice Turner,3,"Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078808,-70.785036,Frank Jones Farm,03801
Charlie Miller,1,"492 Lincoln Avenue, Portsmouth, New Hampshire 03801, United States",43.067235,-70.763824,Wibird Area,03801
Rachel Lee,4,"Echo Avenue, Portsmouth, New Hampshire 03801, United States",43.0837015,-70.7889985,Frank Jones Farm,03801
Rachel Davis,0,"260 Cass Street, Portsmouth, New Hampshire 03801, United States",43.069018,-70.766214,Cass Street,03801
Rachel Smith,3,"Spinney Road, Portsmouth, New Hampshire 03801, United States",43.0645575,-70.77424,Lafayette Park,03801
Michael Turner,3,"Mechanic Street, Portsmouth, New Hampshire 03801, United States",43.0747005,-70.750327,South End,03801
George Lee,5,"Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078808,-70.785036,Frank Jones Farm,03801
Alice Miller,2,"Thornton Street, Portsmouth, New Hampshire 03801, United States",43.0753285,-70.77354,Christian Shore,03801
Daisy Baker,1,"High Street, Portsmouth, New Hampshire 03801, United States",43.078309,-70.7588895,Downtown,03801
George Reed,1,"Adams Avenue, Portsmouth, New Hampshire 03801, United States",43.037709,-70.7667475,Elwyn Park,03801
Ethan Lee,1,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Hannah Hill,4,"810 Miller Avenue, Portsmouth, New Hampshire 03801, United States",43.066125,-70.757961,Lincoln,03801
Sam Smith,0,"South Mill Street, Portsmouth, New Hampshire 03801, United States",43.07322,-70.75026,South End,03801
Charlie Miller,3,"799 Hanover Street, Portsmouth, New Hampshire 03801, United States",43.074846,-70.764544,Islington Creek,03801
Quincy Kim,5,"252 Cabot Street, Portsmouth, New Hampshire 03801, United States",43.073077,-70.766493,Islington Creek,03801
Julia Clark,5,"1796 Hanover Street, Manchester, New Hampshire 03104, United States",42.989826,-71.407012,Youngsville,03104
Hannah Hill,1,"Langdon Street, Portsmouth, New Hampshire 03801, United States",43.074516,-70.7653624344262,Islington Creek,03801
Quincy Green,1,"217 Peverly Hill Road, Portsmouth, New Hampshire 03801, United States",43.055965,-70.78099,Portsmouth Plains,03801
Lily Miller,3,"New Castle Avenue, Portsmouth, New Hampshire 03801, United States",43.070468,-70.745669,Little Harbor,03801
Tina Turner,1,"Austin Street, Portsmouth, New Hampshire 03801, United States",43.07178,-70.76416,Goodwin Park,03801
Nancy Scott,5,"Austin Street, Portsmouth, New Hampshire 03801, United States",43.07178,-70.76416,Goodwin Park,03801
Bob Turner,2,"1474 South Street, Portsmouth, New Hampshire 03801, United States",43.062611,-70.770623,Lafayette Park,03801
Isaac Allen,5,"Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078808,-70.785036,Frank Jones Farm,03801
Sam Johnson,0,"1143 Sagamore Avenue, Portsmouth, New Hampshire 03801, United States",43.0539,-70.748294,Sagamore Grove,03801
George Smith,0,"Spinney Road, Portsmouth, New Hampshire 03801, United States",43.0645575,-70.77424,Lafayette Park,03801
Oliver Hill,4,"Langdon Street, Portsmouth, New Hampshire 03801, United States",43.074516,-70.7653624344262,Islington Creek,03801
Alice Miller,2,"Whipple Street, Portsmouth, New Hampshire 03801, United States",43.0752045,-70.7757859,Christian Shore,03801
Kevin Scott,0,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Lily Garcia,2,"Brackett Lane, Portsmouth, New Hampshire 03801, United States",43.068337,-70.754319,Little Harbor,03801
Quincy Smith,1,"Brewster Street, Portsmouth, New Hampshire 03801, United States",43.07469,-70.7647515,Islington Creek,03801
Paula White,2,"81 Deer Street, Portsmouth, New Hampshire 03801, United States",43.079118,-70.760126,North End,03801
Fiona Allen,4,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Charlie White,3,"Adams Avenue, Portsmouth, New Hampshire 03801, United States",43.037709,-70.7667475,Elwyn Park,03801
Alice Baker,0,"632 Richards Avenue, Portsmouth, New Hampshire 03801, United States",43.067159,-70.757281,Richards Avenue Area,03801
Kevin Baker,4,"77 Lafayette Road, Portsmouth, New Hampshire 03801, United States",43.063577,-70.767758,Wibird Area,03801
Tina Clark,1,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Isaac Johnson,1,"221 Madison Street, Portsmouth, New Hampshire 03801, United States",43.071325,-70.767293,Goodwin Park,03801
Hannah Harris,0,"Brewster Street, Portsmouth, New Hampshire 03801, United States",43.07469,-70.7647515,Islington Creek,03801
Nancy Wilson,3,"Fernald Court, Portsmouth, New Hampshire 03801, United States",43.069881,-70.7488905,Little Harbor,03801
Bob Davis,3,"247 Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.082869,-70.769565,Cutts Cove,03801
Ethan Green,1,"Brackett Lane, Portsmouth, New Hampshire 03801, United States",43.068337,-70.754319,Little Harbor,03801
Kevin White,3,"536 Hanover Street, Portsmouth, New Hampshire 03801, United States",43.0749,-70.76446,Islington Creek,03801
Daisy Scott,2,"Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078808,-70.785036,Frank Jones Farm,03801
Charlie Smith,4,"New Castle Avenue, Portsmouth, New Hampshire 03801, United States",43.070468,-70.745669,Little Harbor,03801
Michael Lee,3,"Greenleaf Avenue, Portsmouth, New Hampshire 03801, United States",43.05608,-70.7740335681818,Portsmouth Plains,03801
Daisy Baker,1,"Spinney Road, Portsmouth, New Hampshire 03801, United States",43.0645575,-70.77424,Lafayette Park,03801
Paula Garcia,0,"Greenleaf Avenue, Portsmouth, New Hampshire 03801, United States",43.05608,-70.7740335681818,Portsmouth Plains,03801
Tina Davis,0,"446 Hanover Street, Manchester, New Hampshire 03104, United States",42.991201,-71.447178,Hanover Hill,03104
Ethan Miller,2,"Wibird Street, Portsmouth, New Hampshire 03801, United States",43.0666105,-70.763359,Wibird Area,03801
Ethan Harris,3,"Market St, Portsmouth, New Hampshire 03801, United States",43.0819105,-70.7675937987805,Cutts Cove,03801
Bob Brown,0,"Pinehurst Road, Portsmouth, New Hampshire 03801, United States",43.06348,-70.7591115,Broad Street,03801
George Johnson,2,"1546 Hanover Street, Manchester, New Hampshire 03104, United States",42.989843,-71.407082,Youngsville,03104
Daisy Turner,5,"Pleasant Street, Portsmouth, New Hampshire 03801, United States",43.074555,-70.7545881818182,South End,03801
Oliver Davis,4,"767 Bartlett Street, Manchester, New Hampshire 03102, United States",42.993445,-71.481571,Notre Dame,03102
Michael Harris,4,"309 Whipple Street, Manchester, New Hampshire 03102, United States",42.991328,-71.484615,Notre Dame,03102
Lily Davis,4,"Echo Avenue, Portsmouth, New Hampshire 03801, United States",43.0837015,-70.7889985,Frank Jones Farm,03801
Tina Wilson,0,"Daniel Street, Portsmouth, New Hampshire 03801, United States",43.077515,-70.7554332816901,Downtown,03801
Quincy Baker,1,"Spinney Road, Portsmouth, New Hampshire 03801, United States",43.0645575,-70.77424,Lafayette Park,03801
Oliver Baker,1,"New Castle Avenue, Portsmouth, New Hampshire 03801, United States",43.070468,-70.745669,Little Harbor,03801
Tina Clark,1,"Wibird Street, Portsmouth, New Hampshire 03801, United States",43.0666105,-70.763359,Wibird Area,03801
Quincy Scott,0,"Cabot Street, Portsmouth, New Hampshire 03801, United States",43.072342,-70.7652100192308,Goodwin Park,03801
Michael Allen,3,"779 Marcy Street, Portsmouth, New Hampshire 03801, United States",43.070843,-70.74965,South End,03801
Hannah Miller,2,"388 State Street, Portsmouth, New Hampshire 03801, United States",43.07501,-70.75918,Downtown,03801
Oliver Kim,5,"Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078808,-70.785036,Frank Jones Farm,03801
Quincy Davis,1,"Brewster Street, Portsmouth, New Hampshire 03801, United States",43.07469,-70.7647515,Islington Creek,03801
Kevin Scott,4,"Freedom Circle, Portsmouth, New Hampshire 03801, United States",43.03016,-70.79462,Maplehaven,03801
